Customer Id,Discount Code,Company Name,Addressline,Forename,Surname,City,Postcode,Phone,Additional Information,Credit Limit
C015221,L,Applied Solutions Inc.,609 Granville St,Michael,Craig,Warminster,ba128iz,177-098-0053,mcraig@app.com,19000000
C040921,M,Applogic Broadband Systems Ltd.,955 Jefferson Avenue,Janet,Mooney,Holme Lacy,hr2 9gk,177-052-1650,jan_mooney3@apljkprtpnts.com,2000
C025501,M,Appollo Fibres Ltd. [merged],2000 Highland Road,Raymond,Nicklin,Peninver,PA28 9SL,177-052-1647,ray.nicklin@appoll.com,11000000
C027903,M,Appollo Stones Ltd.,1001 Emmet St. N.,Peter,Dodd,Islibhig,HS2 4KK,167-876-2406,,8000
C048423,N,Appro Systems Inc.,81 George Street,Samantha,Purvis,Nettleham,ln2 2dl,167-876-2731,sam.purvis@aprsstmsnk.com,700000
C034205,N,"Apptis, Inc.",1525 Windward Concourse,Patricia,Jorden,Maidens,KA26 9TY,167-859-5029,p_jorden9@aptsnk.com,77000000
C033862,N,Appu (india) Ltd.,1235 Jefferson Davis Hwy,Bharti,Bulsara,Llanmadoc,SA3 9WA,177-052-1643,b_bulsara@appuin.com,8100
C043138,M,Appu Hotels Ltd.,14635 N. Kierland Blvd.,Heather,Jones,Orsett,RM166XR,180-076-7722,heatherjones3@aptlslt.com,7300
C004944,H,Appu Impex Ltd.,5600 Cottle Rd,Alan,Palmer,Willenhall,WV13-7SK,186-459-7800,a_palmer@appuimpexltd.com,9700
C020702,H,Apria Healthcare Group Inc.,307 W. Tasman Dr.,Jennifer,Cranston,Pwll,SA15 7QI,180-373-4380,jcranston@apr.com,6700
C021072,N,APRIA RSA,1600 Smith St.,Kalpana,Solanki,Denholm,TD9 5LU,188-868-2764,kal.solanki@apriarsa.com,440000
C020438,N,"Aprimo, Inc.",1004 NW 65th St.,Vikki,Yate,Warley,b682py,177-066-3295,vikkiyate8@aprmnk.com,1100000
C023257,M,APS,101 Park Ave Fl 11,Linda,Wheeler,Kingseat,KY12 7TO,167-876-2403,linda.wheeler1@aps.com,0
C037182,N,APS Energy Services,Postbus 840,Kathleen,Badyra,Seven Kings,ig3 7wu,187-090-4442,kbadyra4@apsene.com,440000
C012988,H,Aps-star Industries Ltd.,41 Lesnaya Str.,Stanley,Leyland,London,SW1H4SQ,133-088-7683,,4600
C030756,M,"AptarGroup, Inc.",919 3rd Ave Rm 29S42,Jeffrey,Caulkin,Bigert Mire,LA20 5DT,678-474-2842,jeffreycaulkin@aptrkr.com,20000000
C015868,N,Apte Amalgamations Ltd.,1079 Commonwealth Ave Apt 530,Robert,Powell,Whitewreath,IV30 8CP,678-474-2000,robert_powell7@apt.com,110000
C027575,N,Apte Industrial & Mgmt. Services Ltd.,19 bd des italiens,Jane,Jones,Bradfield Heath,CO11 0UO,167-847-4200,,800000
C004768,N,Aptech Education Society,None,John,Gill,Sibsey,PE22-9QJ,167-847-4326,j_gill@apt.com,620000
C012620,M,Aptech Ltd.,2211 S. 47th St.,Dorothy,Richardson,Halesworth,IP190CG,190-136-9360,d_richardson3@aptechltd.com,10400
C041078,M,Aptech Software Ltd.,15305 Dallas Pkwy,Raymond,Byrne,Berkeley,GL13 5UA,178-626-5670,,6200
C006117,N,Aptech Worldwide,400 TS,Valerie,Cooper,Farmtown,AB55-4FS,190-126-3558,,10400000
C013437,L,"Aptuit, Inc.",800 Klein Road,Kulvinder,Dhillon,Glynarthen,SA44 0BA,190-143-4805,kulvinder_dhillon@aptuitinc.com,4100
C004326,N,Apurva Benefit Fund Ltd.,8550 Freeport Parkway,Roger,Whitehouse,Milfield,NE716WR,190-143-4801,,10800000
C008077,H,Apw Electronics Ltd,280 S. Mount Auburn Rd.,Robert,Spiers,Henstridge Ash,BA8 8WR,171-948-4251,rspiers6@apwelectroni.com,43000000
C009440,N,"APX Logistics, Inc.",Newington House,Maureen,Cashmore,Ratcliffe On The Wreake,LE7 3BZ,171-948-4212,mau_cashmore@apxlog.com,42000
C049544,M,Aqua,10 Wellington Street East - 4th Flr,Reinald,De Vries,Enfield,EN1-4AW,190-126-3501,reinaldde vries3@aqua.com,49000
C046346,H,Aqua Bearings Ltd.,Maidenhead Road,Edward,Davies,Needingworth,pe17 4bd,901-434-6189,edavies@aquabearings.com,10500000
C002674,N,"Aqua-Chem, Inc.",67 Brompton Road,Dawn,Green,Halsinger,EX33 1UC,901-434-9242,,83000
C006127,L,Aquadev India Ltd.,Euston Square House,Kalvinder,Dosanj,Droylsden,M43 1MR,190-143-4926,k.dosanj@akt.com,8900000
C023959,M,Aquadrant,Swan Lane,Nadine,Helfrich,Mannel,PA77 9CF,190-143-4932,n_helfrich@aktrnt.com,90000
C001744,N,Aqualand (india) Ltd.,Watling Court,Dean,Leake,Ballasalla,IM9 2YH,190-143-4842,dleake@aklntntlt.com,36000
C039639,N,Aquamall Water Solutions Ltd.,75 Davies St,Julian,Branston,Cockett,sa53to,171-926-2201,jul_branston@aquamallwate.com,72000000
C042052,N,Aquamarine Food Products Ltd.,31 w brown st,Robert,Lock,Portavadie,PA21-6HH,901-263-7126,,105000
C002064,L,Aquarian Realtors Pvt. Ltd.,500 S. Buena Vista,Martin,Turner,Bonhill,G83 0WN,901-263-9089,,120000
C033163,N,Aquarius Spa Installers,111 8th Ave.,Francis,Barker,Kilpin,DN14 3RX,190-181-8750,fra_barker4@akrssp.com,9500
C018471,L,Aquatech Pools San Antonio,95 Hayden Avenue,Valerie,Badland,Pennant,SY19 6CG,190-126-3844,val.badland7@akt.com,500000
C026635,M,Aquathane Chemicals Pvt. Ltd.,1900 Charleston Rd.,Pauline,Trumper,Edith Weston,le154wn,190-143-4861,pau.trumper@ak0nxmklspft.com,9000000
C031435,N,Aquila Finance Ltd.,14 E 34th St Fl 5TH,Jennifer,Pullman,Hobbister,KW17-4XB,171-948-4245,jpullman4@aquila.com,240000
C015497,N,Aquila Technologies,13141 Rosa Parks Blvd.,Vimi,Nijjar,Silvington,dy14 8yw,171-948-4256,,110000000
C049252,N,"Aquila, Inc.",7410 Pebble Dr,Julie,Smith,Kilmarie,iv493cr,190-143-4924,jul.smith@aquilainc.com,7400000
C026730,N,"Aquilan Group, Inc.",5000 Ellin Rd,Anthony,Hoffman,Alsager,st7 0vi,171-948-4211,ant.hoffman@aquila.com,83000
C032649,M,Ar A S Auto Pvt. Ltd.,433 West Washington Ave.,Sally,Myatt,White Cross,HR4 4QD,171-948-4234,,2000
C047355,L,Arabian Exports Pvt. Ltd.,2210 W. Oaklawn Dr.,Steven,Churchill,Landywood,WS6-7NP,786-265-6704,,1200000
C016333,H,Aracruz Celulose,Av. Alberto Borges y Francisco Orellana,Simon,Vickers,Collingbourne Ducis,sn82ix,901-434-6622,sim_vickers@ark.com,750000
C012317,N,Aradhana Investments Ltd.,210 Baypointe Pkwy,Roger,Claridge,Steep,gu32 0zu,180-046-3333,rclaridge@aradhanainve.com,94000
C049192,N,Aradhana Petrochemical Ltd.,50 Regent Street,Annette,Bird,Townhead Of Greenlaw,DG7-5SB,190-143-4720,,37000
C047782,M,Aradhana Snack Foods Co.,1330 Burlington St. East,Maureen,Singleton,Elstead,GU8 7II,190-126-3378,,10200000
C042846,L,Aradhana Soft Drinks Co.,PO Box 92919,Palwinder,Sangha,Sykehouse,dn145na,901-434-5762,pal_sangha2@ara.com,109000
C038851,N,Aradyme,"1 Stanley Villas, Roach Road",Julie,Watson,Cranberry,ST21 4JM,130-571-8203,,64000000
C019469,M,ARAL BP,143 Water St,Brian,Field,South Barrow,BA22 9VQ,190-143-4620,,100000
C005812,N,ARAMARK Corporation,2020 Rue Universite,Robert,Bowley,Drums,ab41 7ha,190-143-4914,r_bowley@aramar.com,109000000
C019210,L,Aramark Uniform and Career Apparel,5055 11th St. NE,John,Barber,Low Bradley,BD20 2GE,171-948-4247,,8000
C012205,H,Arambagh Hatcheries Exports Ltd.,600 Travis St Ste 5800,Leslie,Hancox,Addiewell,EH556VL,901-434-9173,l.hancox@aramba.com,90000
C040955,H,Arambagh Hatcheries Ltd.,NOT PROVIDED,Stuart,Stringer,Coombe,PL263JC,469-524-6390,s_stringer3@aramba.com,100
C021306,H,Aramusk Infrastructure Investments Ltd.,3701 Aviation Rd,Anthony,Heappey,Peover Heath,WA166MU,719-484-2562,a_heappey@ara.com,43000000
C002142,H,"Arancia Corn Products, S.A.de",200 Front St. West,Sonia,Gregory,Fairley,AB1 7SX,190-126-3500,sgregory@aranciacornp.com,250000
C000822,N,Arandell Corporation,2355 W. Chandler Blvd.,James,O malley,Bocaddon,PL13 9EA,171-948-4206,,65000
C042705,N,Arandy Laboratories Ltd.,301 ACT Drive,Mc,Maries,Beeston Regis,NR26 4EM,171-927-7612,,7400000
C021137,H,Arandy Overseas Ltd.,1390 Miller St.,Elaine,Greening,Pickhill,YO7 7PV,190-143-4718,,26000000
C011133,N,Arasan Syntex Ltd.,1381 Cranston St.,Lorna,Allen,Otterburn,BD237XB,171-948-4276,lallen1@ars.com,93000000
C016148,H,Arasan Vinayan Technology Pvt. Ltd.,Pillory House,Maureen,Canton,Leys,AB34 2IQ,901-434-8983,m_canton2@ara.com,5600000
C021234,N,Arasu Rubber Corpn. Ltd.,Hoogoorddreef 66-68,Peter,Harding,Bishop Wilton,YO4 7ZL,901-263-8178,peter_harding@arasur.com,83000
C003654,L,Aravali (india) Ltd.,10810 E 45th St,Joyce,Hill,Culswick,ze25df,190-126-7302,,17000
C047554,H,Aravali Floriculture Ltd.,93 Wright St,Peter,Baron,Tickencote,PE99FD,901-263-5745,peter_baron2@arflflrkltrl.com,24000000
C003563,H,Aravali Industries Ltd.,2100 Logic Dr.,George,Raybone,Hamptworth,SP5-8CP,190-143-4808,graybone9@arflntstrslt.com,35000
C041406,N,Aravali Securities & Finance Ltd.,730 Milford Rd,Shahzad,Latif,Ewen,gl7 8ca,190-143-4338,sha_latif0@aravalisecur.com,6000
C009819,L,Aravalli Properties Ltd.,"2515 McKinney Avenue, Suite 1200",John,Parkinson,Horsmonden,tn129dq,190-181-8745,jparkinson@arflprprtslt.com,7600
C031845,H,ARB Inc.,746 E Winchester St,John,Mulligan,Fairgirth,dg5 4pg,190-192-2246,johnmulligan@arpnk.com,2100000
C021043,L,Arbella Insurance Group,San Jacinto,Sarah,Traylor,Aber Nant,CF44 4UI,171-948-4200,straylor@arbellainsur.com,32000000
C044835,L,"Arbinet-Theexchange, Inc","Skyline 5, Suite 809",Grahame,Allen,Toab,ZE3-4BA,140-791-6300,grahameallen@arbine.com,700
C031207,N,Arbitron Inc.,370 Van Gordon St,Irene,Morris,Mary Tavy,pl191oh,190-143-4894,,10900000
C018906,N,"Arbor Commercial Mortgage, Llc",3707 Schriever Avenue,Frank,Attwood,Cwmduad,SA33 8ZD,901-224-6360,fattwood@arprkmrslmrt.com,180000
C021080,N,Arby's LLC,55-370 Kamehameha Hwy,Clare,Taylor,Mounton,np6 7vq,190-143-4803,c_taylor7@arbysl.com,1500000
C011835,N,ARC,13500 Riverport Dr.,Andrew,Kearne,Illingworth,HX2 2YN,178-626-5672,a.kearne@arc.com,100000
C042380,N,ARC Advisory Group,2200 Powell Street,Ruth,Noyes,Povey Cross,rh6 9dp,190-126-3817,,8700
C047762,N,Arc International,5241 Spring Mountain Road,Debra,Martin,Firsby,pe23 6xv,190-139-5468,d_martin5@arc.com,980000
C042751,N,Arc Worldwide,200 Great Valley Pkwy,Linda,Biddle,Amington,B77 8UY,190-126-3438,linda_biddle@arcwor.com,68000
C046204,H,Arcadia Mercantile Capital Ltd.,5 Redwood Place,David,Whitehead,Leumrabhagh,HS2 8ZV,168-171-9612,d.whitehead1@arc.com,8800
C005937,N,Arcadia S.p.A,10300 Campus Point Dr,Mary,Habberley,Markington,hg3 8fl,901-263-6906,m_habberley@arcadiaspa.com,4500000
C015504,L,Arcadia Shipping Ltd.,370 E. 1130 St.,Michael,Davis,Buildwas,tf81ch,901-434-7432,mdavis@arcadi.com,930000
C026793,L,Arcadis,PO Box 1810,Victor,Singleton,Beverley,HU17-0CG,130-571-8205,v.singleton@arcadis.com,3800000
C008960,N,"Arcane Systems, Inc.",2550 University Avenue West,Irene,Russell,George Green,SL3 7KP,171-948-4273,,600000
C036485,N,ARCap REIT,850 Lagoon Dr.,Allison,Chalmers,Marros,sa337sg,171-948-4216,a_chalmers@arcapr.com,13000000
C027684,L,Arcbridge,450 South 4th Ave.,Jenny,Debank,Backfolds,ab420zw,140-791-6378,jennydebank@arcbridge.com,39000000
C009045,N,Arcee Industries Ltd.,100 - 4th Avenue North,Peter,Shervington,Winestead,hu12 0tk,190-122-4631,p_shervington@arsnts.com,8300
C015363,N,Arcee Ispat Udyog Ltd.,1180 Avenue of the Americas,Ellen,Mulhern,Little Somborne,SO20 4HQ,171-948-4265,,8700
C037088,L,ARCELOR,11516 Roanoke Blvd,Mark,Bonnar,Lovington,ba76qj,171-948-4202,mbonnar@arcelo.com,9500
C012081,L,Arch Capital Services Inc.,151 Yonge St.,Craig,Knowles,Throckley,NE15 3EY,171-948-4232,cknowles5@arc.com,10700
C027938,H,"Arch Chemicals, Inc.",Athene Place,Tracy,Brown,Botley,SO30 6NZ,171-948-4201,t_brown@archch.com,640000
C038700,N,Arch Coal,One Harrah's Court,Anthony,Pollard,Frimley Green,GU16-5DX,171-948-4208,ant.pollard3@arx.com,83000
C035340,H,Arch Finechemicals Ltd.,9800 Savage Rd.,Brian,Dudley,Stockland Bristol,TA5-9EM,171-948-4219,,300000
C030037,N,Arch Life Sciences Ltd.,3110 Lacke Center Dr.,Patricia,Powell,Clevedon,BS213JE,140-832-3402,patpowell5@arxlfs.com,40000
C028348,N,Arch Pharmalabs Ltd.,780 Grant St.,Christopher,Stevens,Beck Hole,YO22-2PJ,187-074-1298,,310000
C049738,M,"Arch Wireless, Inc.",25 Linnell Circle,Niall,Blyton   Conway,Llandyssil,SY153NC,171-948-4241,n.blyton   conway@arxrlsnk.com,6300
C041379,N,Archana Software Ltd.,600 University St.,Nigel,Stone,Brome Street,IP23 0NS,160-268-5357,n_stone@arxnsf.com,6900000
C037089,N,Archana Syntex Pvt. Ltd.,Kingston House,Susan,Beard,Felcourt,rh199zy,187-074-1900,susbeard@archan.com,79000000
C043745,N,Archer Daniels Midland Company,1450 E. American Lane,Nicholas,Birkinshaw,Wyville,NG327HL,160-268-5355,,190000
C012061,H,"Archer Decision Sciences, Inc.",1120 15th St,Colin,Bates,Kirbuster,KW17 4NR,140-826-8960,col_bates@archerdecisi.com,5300
C018567,M,Archer Metal Ltd.,Hietzinger Hauptstrasse 42,Carol,Stewart,Great Horkesley,co6 5sw,187-039-1414,c_stewart@archermetall.com,5600000
C036713,H,Archetype Communications Pvt. Ltd.,Hanauer Landstr. 360,Susan,Collier,Newhey,OL16-0ZK,141-285-9500,,480000
C001597,N,Archetype Consulting,Konrad-Adenauer-Allee 1,Martyn,Dunn,Trewalder,PL33 3HD,126-279-6681,m.dunn@archet.com,320000
C030309,L,Archidply Industries Ltd.,Ettingerstrasse,Doreen,Gregory,Borstal,me19ee,141-285-9571,dor_gregory9@arc.com,86000000
C021860,N,Archies Ltd.,1945 Cliff Valley Way,Zena,Clayton,Ramsey,PE17 5LM,141-226-2629,,480000
C038406,N,Archies Online.com Ltd. [merged],4603 Willow Pond Ct,Paula,Seery,Howe,NR15 5NB,126-279-6396,paula_seery9@archiesonlin.com,660000
C023556,L,"Archipelago Holdings, Inc.",1460 N. National Rd.,Margaret,Davies,Marian Glas,LL784JK,180-565-2462,,97000
C029078,H,Archit Holdings & Credits Ltd.,NOT PROVIDED,Loreta,Dobson,Langley,sk119im,180-565-2354,,49000
C001524,N,Archive Inc.,311 Arsenal St.,Kim,Deakin,St Briavels,GL15 3YY,121-455-0700,kim.deakin7@archiv.com,760000
C010409,N,Archon Engineering Co. Ltd.,21 Moreland Ave,Linda,Abbott,Farleys End,GL2 2EL,180-560-4600,linda.abbott@archon.com,4100
C021116,N,Archon Group L.P.,7301 S. Fwy,Ann,Smith,Claxby,ln8 9xh,180-565-2464,annsmith@arx.com,1080000
C032663,N,Archstone Consulting,1125 Trenton-Harbourton Rd.,Andrew,Hawtin,Johnstonebridge,DG11 6AO,121-470-3443,a_hawtin@arkstnknsltn.com,8200
C031784,N,Archstone-Smith Trust,529 5th Ave.,Timothy,Batchelor,Stibbard,NR21 5BD,197-244-4973,timbatchelor0@arkstnsm0trs.com,2500000
C002146,L,Archway Investment Co. Ltd.,177 White Plains Rd Apt 59F,Brian,Lloyd,Smallthorne,ST6 8EU,121-455-0763,,70000
C040039,L,Arco Impex Ltd.,4567 Canada Way,Makhan,Singh,Cowling,BD22-5JO,121-455-0726,,9000000
C032689,N,Arco Leasing Ltd.,8901 Wisconsin Ave.,Andrew,Snell,Cliffe,YO8-0ZI,121-455-0725,,18000000
C007238,M,Arcofin CV,1 Victoria Square,Paul,Cameron,Stainton Le Vale,LN3 3QM,180-565-2436,,69000000
C044597,M,Arcor AG & Co.KG,Insurgentes Sur 3500,William,Healey,Sidcup,DA14 7KK,171-687-9102,,730000
C032108,H,Arcot Textile Mill Ltd.,Av Euclides Da Cunha 2,Clive,Godding,Arundel,bn188fv,716-879-1375,,3400
C035130,N,Arcotech Ltd.,7665 Corporate Center Dr,James,Dyson,Golden Valley,gl512dc,186-428-1510,j_dyson0@arcotechltd.com,11000
C037369,H,Arcplan,PO BOX 1111,Linda,Tarr,Frithelstock,EX38 7EO,186-428-1804,,9100000
C011151,L,Arcplan Info Services AG,1801 Douglas Dr.,Natalie,Jones,Black Pill,SA3 8WN,186-428-1827,,102000
C035438,N,Arctic Cat Inc.,400 7th St SW,Georgina,Cullum Kenyon,Baldwin s Gate,ST5 9OU,186-445-5482,g.cullum kenyon@arcticcatinc.com,4600
C032482,N,Arctic Drinks Pvt. Ltd.,1407 Union Ave,John,Day,Knowe,dg8 4oi,404-648-5730,jday@arktkt.com,40000
C019584,M,Arctic Investment & Trading Co. Pvt. Ltd.,Reyerslaan 52/Boulevard Reyers 52,Jennifer,Hughes,Flasby,BD23 2PM,404-648-5407,,77000
C028983,H,Arctic Slope Regional Corporation,"34, Bld Sebastopol",George,Bonser,Lewdown,EX20 3KY,404-648-8241,,92000000
C012790,M,Arcus Ltd.,4050 Esplande Way,Christopher,Walters,Wethersta,ZE2 5TU,404-648-5989,christopherwalters3@arcusl.com,27000
C017006,N,Arcuttipore Tea Co. Ltd.,4400 Prime Pkwy.,Ken,Jackson,London,SE9 6WJ,140-464-8528,,3100
C032739,N,Arcww,11/15 Monument st,Derek,Cooper,Town Green,L39-7AQ,404-648-6607,der.cooper@arc.com,2200000
C050303,H,ARD Werbung GmbH,2401 Colorado Ave.,Kenneth,Brampton,Rothbury,ne651gm,404-648-7468,kennethbrampton@artrpn.com,2700
C014368,N,Ardeshir B Cursetjee & Sons Ltd.,303 Peachtree Street,Joanne,Carpenter,Blaen Y Coed,SA33 7ER,770-888-4125,j_carpenter@ard.com,7100
C009850,M,Ardi Investments & Trading Co. Ltd.,8000 Utopia Parkway,Lisa,Hallam,Highbridge,TA92LU,404-648-8356,,500000
C004288,L,Arempee Hi-tech Equipments Ltd.,1111 Polaris Pkwy.,Brian,Willis,Upper Coberley,gl538vx,140-464-8895,,18000
C008628,M,Arent They Cute Cuts,4675 Macarthur Ct.,David,Storer,Hedley On The Hill,ne43 8ws,142-564-3885,,800000
C048493,H,AREVA DSI/DPSI,200 Witmer Road,John,Keeble,Swallow Beck,ln67zi,404-648-7541,j_keeble@arevadsidpsi.com,7200
C043200,M,AREVA NC,23430 Hawthorne Blvd,Bridie,Godfrey,Belton,NR31-8VM,177-043-3821,b_godfrey5@arevan.com,3500
C023021,N,Areva NP,1020 Kifer Street,Michel,Georgy,Cobham,DA12 7ER,770-433-8211,m_georgy@arevan.com,3800000
C012461,M,Areva T & D India Ltd.,"100, route de Versailles",Clare,Orrell,Edstaston,SY4 6BE,177-038-4493,correll7@arevatdindia.com,430000
C009164,M,AREVA T&D,Haweswater House,John,Norton,Llansantffraed Cwmdeuddwr,LD6-1ZR,770-423-8211,johnnorton@arevatd.com,18000
C004026,N,Arex Industries Ltd.,9040 Roswell Road,Lynne,Smith,Booton,nr10 9qv,678-557-1284,,108000
C050672,N,Arfin India Ltd.,2929 Allen Pkwy # A445,William,Waterson,Hindhead,GU26-3TJ,770-993-1165,,67000
C021740,N,Arge IS KV,515 N. Sam Houston Parkway,Helen,Edwards,Filkins,GL7 1MI,177-043-3272,hel_edwards0@arg.com,9100000
C049751,N,ARGO Data Resource Corporation,SAEME,Doreen,Parkinson,Lindridge,wr159pe,678-662-9105,dor_parkinson4@argodatareso.com,82000
C014974,N,"Argonaut Group, Inc.",977 N. Broadway,Chanchal,Mistry,Vigo Village,da138jh,177-043-3609,,15000
C015205,N,Argos Limited,720 Park Blvd.,Andrew,Billett,Belmont,ZE2-6LG,180-383-5616,abillett@arkslmtt.com,780000
C001885,N,Argosy Gaming Co.,4690 Millenium Drive,Sean,Adams,Ruabon,LL14 6TL,180-383-5674,sea_adams3@argosygaming.com,120000
C009823,L,Argus Cosmetics Ltd.,1505 Crystal drive,David,Jones,Poundgate,TN60GR,180-383-5615,david_jones@argusc.com,5000000
C030019,H,Arha Buildcon Ltd.,PO Box 339,George,Johnstone,Briton Ferry,SA11 4PW,864-699-1283,gjohnstone3@arp.com,1000000
C016450,M,Arhant Suedes Ltd.,Les Mercuriales,Ann,Brown,Croalchapel,DG3 7KX,197-250-7369,,550000
C049290,N,Arhat Industries Ltd.,6866 Charing Cross Rd,Terry,Workman,South Cerney,GL7-1IN,121-428-5197,tworkman@arhati.com,11000000
C029157,L,Aria Hotels & Consultancy Services Pvt. Ltd.,1200 York Mills,Joseph,Abbott,Drumuillie,ph244vi,121-478-9592,j_abbott2@ariahotelsco.com,6400000
C039125,N,Ariad Pharmaceuticals,600 Dresher Rd.,Lawrence,Williams,Dolleycanney,HR5 0CE,197-247-1470,l_williams@ariadp.com,4800000
C047564,N,Arianespace,8 Hapnina Street,Lisa,Matthews,Waterside,KA6 5PP,197-247-1478,l_matthews@arnsps.com,46000000
C050378,M,"Ariba, Inc.",Murbangasse 1,Brian,Akiens,Halesworth,ip19 1it,121-428-5218,,9700000
C005537,M,Aricent Technologies (holdings) Ltd.,"6363 N. Hwy. 161, Ste. 450",George,Howard,Whitchurch Hill,RG8 0RC,197-247-1481,geo.howard2@aricen.com,70000
C011572,H,Aridhi Holdings Pvt. Ltd.,1200 Rosevelt Rd.,Lee,Parkes,Carcroft,DN6 9FG,121-428-5220,lparkes@artltn.com,6400
C028499,H,Aridhi Investment Consultants Pvt. Ltd.,2235 Sharidan Garden Dr.,Heather,Jones,Stanton Upon Hine Heath,SY4 2TL,197-247-1471,h.jones@artnfstmntkn.com,30000
C050251,N,Aridhi Investments & Trading Co. Ltd.,850 Technology Way,Richard,Taylor,Shapwick,ta7 5dd,197-245-3717,rtaylor@ari.com,790000
C042723,N,Aries Agro Care Pvt. Ltd.,212 Elm St.,Margaret,Perrin,Wheathampstead,AL4-0NC,121-428-5198,mperrin@ariesagrocar.com,97000
C013696,N,Aries Agro Equipment Pvt. Ltd.,2-4 rue henri sainte Claire Deville,Jaswinder,Shergill,Rhicullen,IV18-4IK,121-428-5178,,900000
C004565,H,Aries Agro Ltd.,333 S. Wabash,Andrew,Brown,Sutton Waldron,DT11-0HF,197-271-7334,andbrown@ari.com,5900000
C020221,N,Aries Marketing Ltd.,1100 Empire Central Pl,Douglas,Green,Aldbury,HP23-8GU,197-245-3714,dou.green0@arsmrktnklt.com,4400
C002998,N,Arihant Agro Products Ltd.,1001 Brickell Bay Dr.,Dina,Hall,Pant Lasau,sa60li,197-271-8500,din.hall4@arihantagrop.com,58000
C004943,N,Arihant Avenues & Credit Ltd.,5000 Britton Rd.,Patricia,Shotton,Belmont,BL7-1CJ,197-247-1482,p_shotton2@arhntf.com,73000000
C017533,N,Arihant Capital Markets Ltd.,Vantage West,Steven,Molloy,Great Welnetham,IP30 3NJ,197-275-6865,ste.molloy2@arihan.com,44000
C016491,M,"Arihant Capital Markets Ltd. (duplicate Name, West Bengal)",Crown house,Jane,Bateman,Lowick,LA12 1OM,197-246-5417,j_bateman7@arihantcapit.com,36000
C041537,L,Arihant Castor Exports Ltd.,7015 Gateway Blvd,Alan,Brookes,Trewen,PL15 6UJ,197-876-2268,ala_brookes@arihan.com,73000
C012927,N,Arihant Chemicals Inds. Ltd.,1155 Peachtree St.,Edward,Behan,Woolston,WA1-4TH,181-397-8788,,7000
C003941,N,Arihant Classic Finance Ltd.,2 Research Way,Raaj,Shanji,Diss,IP22 9WM,180-337-6541,,910000
C030284,H,Arihant Corporation Ltd.,1630 McCarthy Blvd.,Julie,Lowe,Market Weighton,YO43 8GH,180-342-5230,jlowe@arihan.com,940000
C004155,N,Arihant Cotsyn Ltd.,1200 John Q Hammons Dr Ste 501,Anthony,Keefe,Trebanos,SA8 2LN,195-459-6314,anthony.keefe@arihan.com,28000000
C029902,N,Arihant Enterprise Ltd.,1065 La Avenida St,Elizabeth,Coupland,Weston Hills,PE12 8EV,195-442-9200,e.coupland@arhntn.com,6800000
C029656,M,Arihant Enterprises Ltd.,1929 Allen Pkwy.,Michael,Poultney,Llandeilo,sa193go,195-442-0470,mpoultney2@arihan.com,100
C012668,M,Arihant Finance (india) Ltd.,445 Hoes Ln,Karen,Bond,Woodsend,SN8 9TN,130-560-8581,,13000
C007646,N,Arihant Financial Services Ltd.,200 Lanidex Plz,David,Fawcett,Treaslane,IV51 4SB,195-494-9278,d_fawcett7@arhntfnnslsr.com,650000
C018143,H,Arihant Finlease (india) Ltd.,1226 E Avenida Kino,Paul,Coyne,Bridgend,EH49 5CV,195-494-9298,p_coyne@arhntf.com,4600
C020974,L,Arihant Foundations & Housing Ltd.,2190 Pimmit Dr.,Janet,Sheldon,Bow Brickhill,MK17-1VG,195-442-9227,j_sheldon0@ari.com,1030000
C048862,N,Arihant Griha Ltd.,Building Q109 Room G04 Farnborough,Andrew,Wood,Agglethorpe,DL8 7BW,190-473-9681,,9000000
C036999,N,Arihant Industrial Corpn. Ltd.,555 W Madison St,Robert,Fleming,Millness,iv35my,190-473-9640,robert.fleming@arhntn.com,4400
C011250,H,Arihant Industries Ltd.,100 Liverpool Street,Bernard,Milner,Reepham,nr10 3sk,195-459-6390,,110000
C013153,H,Arihant Leasing & Holdings Ltd.,3344 Quality Dr.,Alan,Beale,North Bradley,BA142XP,195-459-6382,ala_beale@arihantleasi.com,100000
C038266,N,Arihant Ltd.,2020 N Academy Blvd,William,Jackson,Blackpool,FY1 3TR,195-442-0342,,530000
C041298,N,Arihant Machine Builders & Structural Engineers Ltd.,7515 NE Ambasador Place,Ian,Twaites,Wrotham,tn15 4bx,190-473-9620,ian.twaites@ari.com,720000
C033587,N,Arihant Petro Chemicals Ltd.,2550 Denali St.,Mark,Wilson,London,E17 4UK,195-442-0348,,6800000
C039541,N,Arihant Spinning Mills Ltd.,10825 Old Mill Rd,Suzanne,Lewis,Purleigh,CM3 1LS,195-442-0315,suz_lewis@arihan.com,7400
C037533,H,Arihant Steel & Alloys Ltd.,Santa Hortensia 26-28,Peter,Slater,Bryncroes,LL53 1WC,195-442-9220,peterslater@arihantsteel.com,5800000
C017751,H,Arihant Thermoware Ltd.,521 Wall Street,Elaine,Morgan,St Michaels,TN305CG,195-442-0346,e.morgan@arihanttherm.com,78000000
C043760,H,Arihant Threads Ltd.,03-Jan-56,Mohammed,Mushtaq,Tundergarth Mains,DG11 6VV,195-459-6371,moh_mushtaq@arihan.com,42000
C031224,L,Arihant Tournesol Ltd.,2870 Zanker Rd.,Pauline,Holyhead,Trelill,PL30-6DI,195-442-9235,p.holyhead7@arihanttourn.com,3600
